model_name,run_name,model_dtype_str,model_n_weights,time_obfuscate_mtd,time_deobfuscate_mtd,time_construct_mtd,time_encrypt_crypto,time_decrypt_crypto,time_save_reg,time_load_reg,time_save_mtd,time_load_mtd
convnext_base,5,torch.float32,88591464,0.0181958675384521,0.0297000408172607,1.1920928955078123e-05,2.513590812683105,2.699113130569458,0.516828517081469,0.18748535010121176,1.5377174846199706,0.10747979158324998
convnext_base,6,torch.float32,88591464,0.0171089172363281,0.0260913372039794,1.1205673217773438e-05,2.522067785263061,2.690803289413452,0.5160186234655563,0.1469213289498728,1.5405843533267944,0.09690035927408663
convnext_base,7,torch.float32,88591464,0.0169508457183837,0.0259697437286376,1.33514404296875e-05,2.5169477462768555,2.806369543075561,0.5011637781361246,0.19299949439262898,1.5387680992525978,0.12069121986609847
convnext_base,8,torch.float32,88591464,0.0173244476318359,0.0262935161590576,1.430511474609375e-05,2.5455870628356934,2.697455406188965,0.49764550362024795,0.205909816656223,1.5344321900160054,0.10789803333900513
convnext_base,9,torch.float32,88591464,0.0200047492980957,0.0264992713928222,1.1682510375976562e-05,2.52304744720459,2.691236734390259,0.5023540002929402,0.15812285215193558,1.5442443727893158,0.15016081949433283
convnext_large,0,torch.float32,197767336,0.0473062992095947,0.0610988140106201,1.1920928955078123e-05,5.4741528034210205,5.951353788375855,0.4979934692382812,0.280163049697876,1.6206974983215332,0.2141592502593994
convnext_large,1,torch.float32,197767336,0.034149169921875,0.0477027893066406,1.0967254638671877e-05,5.579740762710571,5.989194631576538,0.4997797012329101,0.287520170211792,1.5910332202911377,0.3152415752410888
convnext_large,2,torch.float32,197767336,0.0493929386138916,0.0649571418762207,1.1205673217773438e-05,5.500169992446899,5.992967128753662,0.4998779296875,0.2788236141204834,1.5723485946655271,0.3138463497161865
convnext_large,3,torch.float32,197767336,0.0342092514038085,0.0479354858398437,1.1682510375976562e-05,5.833243846893311,5.964231252670288,0.998005850766444,0.5689098550694984,3.21653883444346,0.5442113109881772
convnext_large,4,torch.float32,197767336,0.0340759754180908,0.0477271080017089,1.1682510375976562e-05,5.506172895431519,5.929876565933228,0.9988900996649395,0.5686320712690487,3.2252402554070443,0.575838187877248
convnext_large,5,torch.float32,197767336,0.0404167175292968,0.0533900260925293,1.1205673217773438e-05,5.532971143722534,5.954930782318115,0.9977751904448231,0.5752007653488579,3.1882991892767603,0.5546361202489896
convnext_large,6,torch.float32,197767336,0.0341570377349853,0.0480282306671142,1.3113021850585938e-05,5.498019218444824,5.938510179519653,0.9989366440897667,0.56524296190147,3.20196324861228,0.5282770487066556
convnext_large,7,torch.float32,197767336,0.0341942310333251,0.0491852760314941,1.1444091796875e-05,5.570873975753784,6.32438588142395,0.9992092489410678,0.5780394953489645,3.201502838609743,0.5834047731956138
convnext_large,8,torch.float32,197767336,0.0344228744506835,0.0481774806976318,1.1205673217773438e-05,5.510068893432617,5.972956418991089,0.9968393987711529,0.5654877257739986,3.1629762191490642,0.6194144487515998
convnext_large,9,torch.float32,197767336,0.0342822074890136,0.0477731227874755,1.239776611328125e-05,5.521036148071289,5.973268508911133,1.0003478294481072,0.5683818320364795,3.233832271484361,0.5462853100666387
convnext_small,0,torch.float32,50223688,0.0109245777130126,0.0175452232360839,1.1920928955078123e-05,1.0017991065979004,0.9251413345336914,0.1713812351226806,0.0331776142120361,0.4602890014648437,0.0390665531158447
convnext_small,1,torch.float32,50223688,0.011162519454956,0.0179150104522705,1.1444091796875e-05,0.9874582290649414,0.9266023635864258,0.1715030670166015,0.0332567691802978,0.4593498706817627,0.0389857292175293
convnext_small,2,torch.float32,50223688,0.0111613273620605,0.0179405212402343,1.1205673217773438e-05,0.9105184078216552,0.9265353679656982,0.1715240478515625,0.0334246158599853,0.4593489170074463,0.0397078990936279
convnext_small,3,torch.float32,50223688,0.0113120079040527,0.0179054737091064,1.1682510375976562e-05,0.9094207286834716,0.9249811172485352,0.3429405904171987,0.06644861862904088,0.919752147076337,0.07803448234916932
convnext_small,4,torch.float32,50223688,0.0112631320953369,0.0179386138916015,1.0728836059570312e-05,0.9112768173217772,0.9254343509674072,0.3430014917231885,0.06657690369953685,0.9194365855506961,0.07828736350929652
convnext_small,5,torch.float32,50223688,0.0110430717468261,0.0178151130676269,1.239776611328125e-05,0.912273645401001,0.9269416332244872,0.34300458768835507,0.06664230354670451,0.9194369391903453,0.07797955423519273
convnext_small,6,torch.float32,50223688,0.0111443996429443,0.0178363323211669,1.1205673217773438e-05,0.9122416973114014,0.9252581596374512,0.3429290936024372,0.06674710292539957,0.9196700060456173,0.07881418898854106
convnext_small,7,torch.float32,50223688,0.0110781192779541,0.0178802013397216,1.0728836059570312e-05,0.9109385013580322,0.9248197078704834,0.3428491242919779,0.06670927072356979,0.9189847666060428,0.07809170556577112
convnext_small,8,torch.float32,50223688,0.0112326145172119,0.0178678035736084,1.049041748046875e-05,0.9107277393341064,0.924370288848877,0.3429238194525243,0.0666114329254367,0.920102600759867,0.07772336925746964
convnext_small,9,torch.float32,50223688,0.0110635757446289,0.0178532600402832,1.1444091796875e-05,0.9085915088653564,0.922076940536499,0.3428678384195991,0.06677540390034761,0.9188757878051301,0.07918949265478786
convnext_tiny,0,torch.float32,28589128,0.0064058303833007,0.0098538398742675,1.0251998901367188e-05,0.53053879737854,0.5693075656890869,0.0694658756256103,0.0190768241882324,0.2672817707061767,0.0178501605987548
convnext_tiny,1,torch.float32,28589128,0.0063838958740234,0.0097894668579101,1.049041748046875e-05,0.5215787887573242,0.5542545318603516,0.0687263011932373,0.0191309452056884,0.2638642787933349,0.0177907943725585
convnext_tiny,2,torch.float32,28589128,0.0064191818237304,0.0097341537475585,9.5367431640625e-06,0.5199446678161621,0.5510013103485107,0.0688748359680175,0.0189211368560791,0.2641353607177734,0.0178310871124267
convnext_tiny,3,torch.float32,28589128,0.0063734054565429,0.0097148418426513,1.0728836059570312e-05,0.525723934173584,0.5523977279663086,0.13843392748124383,0.03801902115899318,0.529749776230841,0.03562720940326722
convnext_tiny,4,torch.float32,28589128,0.0064654350280761,0.0096888542175292,1.0013580322265623e-05,0.5417048931121826,0.551706075668335,0.13804463846836862,0.03817983294673584,0.5297940171232844,0.035639474346171096
convnext_tiny,5,torch.float32,28589128,0.0064423084259033,0.0097100734710693,9.775161743164062e-06,0.5241124629974365,0.5563371181488037,0.13791947425450063,0.03809909800469742,0.5295264936316314,0.03572814558091103
convnext_tiny,6,torch.float32,28589128,0.0064878463745117,0.0097105503082275,1.0251998901367188e-05,0.5243368148803711,0.5534110069274902,0.13823671615009545,0.03825459366582587,0.532457391780121,0.035693816056610386
convnext_tiny,7,torch.float32,28589128,0.006345510482788,0.0098311901092529,9.775161743164062e-06,0.5210180282592773,0.5593850612640381,0.13813383598875845,0.03803513125210947,0.5298402153777633,0.035641762867712645
convnext_tiny,8,torch.float32,28589128,0.0063576698303222,0.009772777557373,1.1205673217773438e-05,0.5288417339324951,0.6197705268859863,0.13732985203764303,0.037885585281862394,0.5305778775663521,0.03562082760756863
convnext_tiny,9,torch.float32,28589128,0.0073387622833251,0.0115365982055664,1.1920928955078123e-05,0.5203001499176025,0.5489192008972168,0.1378269354430162,0.03804708346658811,0.5313292270612293,0.035626297081936355
deeplabv3_mobilenet_v3_large,0,torch.float32,11029328,0.0039336681365966,0.0054237842559814,8.58306884765625e-06,0.2892835140228271,0.2716794013977051,0.0449771881103515,0.0131053924560546,0.1533215045928955,0.0120275020599365
deeplabv3_mobilenet_v3_large,1,torch.float32,11029328,0.0037276744842529,0.005183458328247,9.298324584960938e-06,0.2700543403625488,0.2691407203674316,0.0466816425323486,0.0131418704986572,0.1535060405731201,0.0119757652282714
deeplabv3_mobilenet_v3_large,2,torch.float32,11029328,0.0038444995880126,0.0053186416625976,1.0728836059570312e-05,0.2618942260742187,0.2686381340026855,0.0467147827148437,0.0130784511566162,0.1539623737335205,0.0125341415405273
deeplabv3_mobilenet_v3_large,3,torch.float32,11029328,0.0038526058197021,0.0053138732910156,9.775161743164062e-06,0.2621798515319824,0.2674508094787597,0.09106185088903412,0.026154657181831277,0.3067986531474858,0.024397457635401975
deeplabv3_mobilenet_v3_large,4,torch.float32,11029328,0.0038332939147949,0.0052623748779296,1.0251998901367188e-05,0.2604176998138428,0.2690739631652832,0.09223232904560001,0.026247486887724956,0.3065912521898676,0.024162486919793304
deeplabv3_mobilenet_v3_large,5,torch.float32,11029328,0.003803014755249,0.0052590370178222,9.5367431640625e-06,0.2616848945617676,0.2660050392150879,0.09190164800543003,0.026257484623361513,0.3074148891172327,0.024175956207212003
deeplabv3_mobilenet_v3_large,6,torch.float32,11029328,0.0038440227508544,0.0053088665008544,9.059906005859377e-06,0.2594106197357178,0.2662544250488281,0.08973204791930925,0.026197969519910595,0.30688765019891057,0.02470606383558825
deeplabv3_mobilenet_v3_large,7,torch.float32,11029328,0.0038363933563232,0.0053145885467529,9.775161743164062e-06,0.2607617378234863,0.2654263973236084,0.09289618816979803,0.02623970200704126,0.30741606125843146,0.024331516690079737
deeplabv3_mobilenet_v3_large,8,torch.float32,11029328,0.003859519958496,0.0053091049194335,1.0967254638671877e-05,0.2608652114868164,0.2649016380310058,0.09171615455023255,0.026255466980578943,0.3072752396128141,0.024618780673370755
deeplabv3_mobilenet_v3_large,9,torch.float32,11029328,0.0038132667541503,0.0053122043609619,9.5367431640625e-06,0.26068115234375,0.2656698226928711,0.09155537441706033,0.026191108085776425,0.30778580637684166,0.024544853693536525
deeplabv3_resnet101,0,torch.float32,60996202,0.0118086338043212,0.0171077251434326,1.3113021850585938e-05,1.2601685523986816,1.1100163459777832,0.2050380706787109,0.0389482975006103,0.6123166084289551,0.0501959323883056
deeplabv3_resnet101,1,torch.float32,60996202,0.0120553970336914,0.0174250602722167,1.0728836059570312e-05,1.2428393363952637,1.1040101051330566,0.1954610347747802,0.0440235137939453,0.5990884304046631,0.0506024360656738
deeplabv3_resnet101,2,torch.float32,60996202,0.0122921466827392,0.0178148746490478,1.3828277587890623e-05,1.2313687801361084,1.0966920852661133,0.2085242271423339,0.0397694110870361,0.5897283554077148,0.0496847629547119
deeplabv3_resnet101,3,torch.float32,60996202,0.0120997428894042,0.0174105167388916,9.775161743164062e-06,1.2332992553710938,1.0999536514282229,0.4025211968149209,0.08348070253705588,1.1898452213113448,0.10006854452688874
deeplabv3_resnet101,4,torch.float32,60996202,0.012122631072998,0.017618179321289,1.0967254638671877e-05,1.2279574871063232,1.1007380485534668,0.3962006007382711,0.08132061521921823,1.188940999505887,0.0996503158616503
deeplabv3_resnet101,5,torch.float32,60996202,0.0120360851287841,0.0173470973968505,1.0013580322265623e-05,1.2472801208496094,1.1093251705169678,0.40379373213938685,0.08608258863425569,1.200712728921961,0.10033268131898199
deeplabv3_resnet101,6,torch.float32,60996202,0.0120880603790283,0.0173015594482421,1.0251998901367188e-05,1.265207290649414,1.114018440246582,0.4007888348877065,0.07825128052229935,1.1911091468363768,0.10028133055413976
deeplabv3_resnet101,7,torch.float32,60996202,0.0120949745178222,0.017503023147583,1.0013580322265623e-05,1.2321889400482178,1.105743646621704,0.40118158111023383,0.08408735288717528,1.1897825681179297,0.09971090035672181
deeplabv3_resnet101,8,torch.float32,60996202,0.0163836479187011,0.0179710388183593,1.1444091796875e-05,1.2450096607208252,1.1055340766906738,0.4028119039754876,0.07853191867050077,1.214138530878071,0.10027346001344736
deeplabv3_resnet101,9,torch.float32,60996202,0.0120341777801513,0.0174524784088134,1.049041748046875e-05,1.2374169826507568,1.0989484786987305,0.4139368003975725,0.08592083579757716,1.1965867168988795,0.1000943298893782
deeplabv3_resnet50,0,torch.float32,42004074,0.0086216926574707,0.0121455192565917,1.1444091796875e-05,0.8910884857177734,0.940505027770996,0.0781552791595459,0.0252513885498046,0.2951893806457519,0.0254244804382324
deeplabv3_resnet50,1,torch.float32,42004074,0.0085725784301757,0.0121018886566162,1.0251998901367188e-05,0.732177734375,0.778069257736206,0.0881800651550293,0.0252995491027832,0.2838482856750488,0.0250117778778076
deeplabv3_resnet50,2,torch.float32,42004074,0.0081262588500976,0.0108139514923095,9.5367431640625e-06,0.734121561050415,0.8038341999053955,0.079413890838623,0.026224136352539,0.2853269577026367,0.0248908996582031
deeplabv3_resnet50,3,torch.float32,42004074,0.0079672336578369,0.0107576847076416,9.298324584960938e-06,0.7145898342132568,0.7861502170562744,0.16130003447743113,0.05050872335772884,0.5695950747513712,0.050454254216747416
deeplabv3_resnet50,4,torch.float32,42004074,0.0080227851867675,0.010770559310913,9.059906005859377e-06,0.7130072116851807,0.7805700302124023,0.16567435174706463,0.05087939363727476,0.5753806546882223,0.05028265421047318
deeplabv3_resnet50,5,torch.float32,42004074,0.0081422328948974,0.0107560157775878,1.0013580322265623e-05,0.713935136795044,0.7835609912872314,0.15679330885559797,0.050203499710966236,0.5916863081470403,0.05073129305089759
deeplabv3_resnet50,6,torch.float32,42004074,0.0081615447998046,0.0107429027557373,9.775161743164062e-06,0.715338945388794,0.783595085144043,0.16390048044644545,0.0513170248973363,0.5679914250052681,0.050558730371595466
deeplabv3_resnet50,7,torch.float32,42004074,0.0081915855407714,0.0107686519622802,9.298324584960938e-06,0.7134377956390381,0.7807106971740723,0.16893648857961507,0.05152288049776399,0.5810895504168112,0.050209874068092616
deeplabv3_resnet50,8,torch.float32,42004074,0.0081255435943603,0.010765790939331,1.0251998901367188e-05,0.7178945541381836,0.7881650924682617,0.1655137509973639,0.05103571937698155,0.5659428782984919,0.050387251323644064
deeplabv3_resnet50,9,torch.float32,42004074,0.0081212520599365,0.0108327865600585,9.775161743164062e-06,0.7152082920074463,0.7851386070251465,0.16011065023010632,0.05158663437656941,0.579801790066548,0.05031388101144518
densenet121,0,torch.float32,7978856,0.0048909187316894,0.0076601505279541,1.2159347534179688e-05,0.238210916519165,0.2366001605987548,0.0516796112060546,0.0181195735931396,0.1523303985595703,0.0164203643798828
densenet121,1,torch.float32,7978856,0.0049102306365966,0.0077106952667236,1.1205673217773438e-05,0.2431111335754394,0.2333025932312011,0.051612377166748,0.0180671215057373,0.1524503231048584,0.0168471336364746
densenet121,2,torch.float32,7978856,0.0049257278442382,0.0077600479125976,1.0967254638671877e-05,0.237462043762207,0.2269959449768066,0.0515453815460205,0.018167495727539,0.1523795127868652,0.0165596008300781
densenet121,3,torch.float32,7978856,0.0048990249633789,0.0077161788940429,1.0967254638671877e-05,0.2390916347503662,0.2294697761535644,0.10327473502232866,0.03624499541374358,0.3048427867626088,0.03320574920556088
densenet121,4,torch.float32,7978856,0.0049104690551757,0.0077099800109863,1.0967254638671877e-05,0.2388114929199218,0.2305567264556884,0.10305539531995225,0.03623668306661387,0.3046777156066773,0.03336085249121205
densenet121,5,torch.float32,7978856,0.0049493312835693,0.0077106952667236,9.775161743164062e-06,0.2381846904754638,0.228102445602417,0.1030981094207318,0.03624800928847036,0.30471065012127296,0.03318542189078802
densenet121,6,torch.float32,7978856,0.0049045085906982,0.0077261924743652,1.239776611328125e-05,0.2382752895355224,0.2307522296905517,0.10330636035325619,0.036195599439661094,0.3048876667123097,0.03317084949354864
densenet121,7,torch.float32,7978856,0.0049278736114501,0.0077331066131591,1.0967254638671877e-05,0.238077163696289,0.2276699542999267,0.10317224593546477,0.03628141316875144,0.3047397869283801,0.03309221169155194
densenet121,8,torch.float32,7978856,0.0048964023590087,0.0077135562896728,1.0967254638671877e-05,0.238408088684082,0.2268948554992675,0.10311148910152962,0.03623616078396227,0.3048678629051047,0.033102214881855815
densenet121,9,torch.float32,7978856,0.0049266815185546,0.0076980590820312,1.0251998901367188e-05,0.23738694190979,0.2359585762023925,0.10321622599278005,0.0361411114566113,0.3048171220316709,0.03314872928314262
densenet161,0,torch.float32,28681000,0.0096280574798583,0.0174612998962402,1.0967254638671877e-05,0.5623924732208252,0.6023023128509521,0.0909082889556884,0.0340468883514404,0.2896602153778076,0.0318574905395507
densenet161,1,torch.float32,28681000,0.0096938610076904,0.017484426498413,1.0967254638671877e-05,0.5575132369995117,0.5810496807098389,0.0899829864501953,0.0339882373809814,0.2925083637237549,0.0314321517944335
densenet161,2,torch.float32,28681000,0.0096743106842041,0.0174872875213623,1.049041748046875e-05,0.5602333545684814,0.5997884273529053,0.0922610759735107,0.0339713096618652,0.2894518375396728,0.0317821502685546
densenet161,3,torch.float32,28681000,0.0096230506896972,0.017486572265625,1.0251998901367188e-05,0.5839061737060547,0.675762414932251,0.1801935617371755,0.06794281920647796,0.5806782293834777,0.06371209931172242
densenet161,4,torch.float32,28681000,0.0096509456634521,0.0174570083618164,1.0251998901367188e-05,0.5574188232421875,0.5827136039733887,0.18237465617552961,0.06795595609677269,0.5831062096086574,0.06345034153525259
densenet161,5,torch.float32,28681000,0.0096802711486816,0.0174727439880371,1.0251998901367188e-05,0.5582976341247559,0.5809118747711182,0.184258271702396,0.06806213104388914,0.5788805567713029,0.06321756648885263
densenet161,6,torch.float32,28681000,0.0096755027770996,0.0175106525421142,1.1205673217773438e-05,0.5844380855560303,0.5846843719482422,0.1812033698312739,0.06803635864967869,0.5819093410546949,0.06320685611694057
densenet161,7,torch.float32,28681000,0.0096843242645263,0.0174236297607421,1.1444091796875e-05,0.5577898025512695,0.5887916088104248,0.18199422794600223,0.06802813266708399,0.5789888771157135,0.06356295150205023
densenet161,8,torch.float32,28681000,0.0096609592437744,0.0174927711486816,1.1682510375976562e-05,0.5596508979797363,0.5835146903991699,0.18071931194724825,0.06803792968200456,0.5826159830042485,0.06324314631405432
densenet161,9,torch.float32,28681000,0.0096380710601806,0.0175392627716064,1.1920928955078123e-05,0.5571258068084717,0.5873517990112305,0.18252798273554693,0.06797247011364935,0.5808054325205115,0.06284336650138865
densenet169,0,torch.float32,14149480,0.0076560974121093,0.0130808353424072,1.0728836059570312e-05,0.3458681106567383,0.3442597389221191,0.0648829936981201,0.0261194705963134,0.1894567012786865,0.0243008136749267
densenet169,1,torch.float32,14149480,0.0076510906219482,0.0130476951599121,1.2159347534179688e-05,0.3454804420471191,0.3438673019409179,0.0653858184814453,0.0264668464660644,0.188716173171997,0.0247447490692138
densenet169,2,torch.float32,14149480,0.0076885223388671,0.013118028640747,1.0728836059570312e-05,0.3464775085449219,0.3404140472412109,0.0655031204223632,0.0263059139251709,0.1874425411224365,0.0239043235778808
densenet169,3,torch.float32,14149480,0.0077075958251953,0.0132322311401367,1.0728836059570312e-05,0.3461263179779053,0.3382444381713867,0.1300849545821504,0.052768895489621145,0.3777203391215436,0.04872412620150321
densenet169,4,torch.float32,14149480,0.0076892375946044,0.0132257938385009,1.0251998901367188e-05,0.3440570831298828,0.3409874439239502,0.1300003572204908,0.05265740619250151,0.378768022881278,0.04843339495106759
densenet169,5,torch.float32,14149480,0.0077292919158935,0.013193130493164,1.239776611328125e-05,0.3448076248168945,0.343951940536499,0.13083209661956857,0.05250337714253325,0.3773668621996699,0.04875606815507425
densenet169,6,torch.float32,14149480,0.0077064037322998,0.0131282806396484,1.0013580322265623e-05,0.3442404270172119,0.3415682315826416,0.13048985466541485,0.052390916582655336,0.3764434190426142,0.04839866323315804
densenet169,7,torch.float32,14149480,0.007737398147583,0.0131301879882812,1.1682510375976562e-05,0.345484972000122,0.3387563228607178,0.13097229122296025,0.05230851240238988,0.37747273791418584,0.049623049622393195
densenet169,8,torch.float32,14149480,0.0076937675476074,0.0130896568298339,1.0728836059570312e-05,0.3445713520050049,0.340806245803833,0.130194632378064,0.05249524396966264,0.37768611907432265,0.04821521366097449
densenet169,9,torch.float32,14149480,0.0077044963836669,0.0131340026855468,1.1205673217773438e-05,0.344630479812622,0.3417978286743164,0.13090149404344564,0.05249767817723851,0.37716783198015663,0.04808720659227671
densenet201,0,torch.float32,20013928,0.009817361831665,0.017829418182373,1.239776611328125e-05,0.441946268081665,0.4570996761322021,0.0904626846313476,0.0327870845794677,0.2301938533782959,0.0298585891723632
densenet201,1,torch.float32,20013928,0.0098695755004882,0.0178892612457275,1.1205673217773438e-05,0.4378426074981689,0.4527297019958496,0.090423583984375,0.0326180458068847,0.2298612594604492,0.0301771163940429
densenet201,2,torch.float32,20013928,0.0099551677703857,0.0178594589233398,1.049041748046875e-05,0.4388444423675537,0.4469456672668457,0.0900905132293701,0.0326426029205322,0.2361335754394531,0.0303456783294677
densenet201,3,torch.float32,20013928,0.0098645687103271,0.0179121494293212,1.0967254638671877e-05,0.4384646415710449,0.4454731941223144,0.18057844846645896,0.0653323380068096,0.4633864270084843,0.05994939800793082
densenet201,4,torch.float32,20013928,0.0099098682403564,0.0180089473724365,1.0728836059570312e-05,0.4371743202209472,0.4524979591369629,0.18056568607097162,0.06547301508977396,0.4642766764862114,0.0606381819201455
densenet201,5,torch.float32,20013928,0.009859561920166,0.0178942680358886,1.0728836059570312e-05,0.4410467147827148,0.4476852416992187,0.18064845968136095,0.06556513215165324,0.46442546424898234,0.06025388678784228
densenet201,6,torch.float32,20013928,0.0098695755004882,0.0178747177124023,1.1205673217773438e-05,0.4429175853729248,0.4503428936004638,0.1806812822282482,0.06545867711127806,0.4651789678344408,0.06115704986806318
densenet201,7,torch.float32,20013928,0.0099165439605712,0.0178651809692382,1.1444091796875e-05,0.4375567436218261,0.4427103996276855,0.18070758822734342,0.06548734855343596,0.46443509730524635,0.060269995415397334
densenet201,8,torch.float32,20013928,0.0098984241485595,0.017949104309082,1.0967254638671877e-05,0.4419624805450439,0.4475500583648681,0.18053661745557104,0.06535119118528962,0.46080941284818977,0.0603419864817666
densenet201,9,torch.float32,20013928,0.0099420547485351,0.0178351402282714,1.1444091796875e-05,0.4397375583648681,0.446713924407959,0.18083780046270087,0.0653944915250263,0.4684112320523891,0.06008285186738352
efficientnet_b0,0,torch.float32,5288548,0.0033848285675048,0.0058259963989257,1.0013580322265623e-05,0.1827948093414306,0.176973819732666,0.0280253887176513,0.0110626220703125,0.120366096496582,0.0107355117797851
efficientnet_b0,1,torch.float32,5288548,0.0033957958221435,0.0060827732086181,1.0251998901367188e-05,0.1826157569885254,0.1832718849182129,0.0280489921569824,0.0109572410583496,0.1196992397308349,0.0106205940246582
efficientnet_b0,2,torch.float32,5288548,0.0043768882751464,0.0074548721313476,1.1205673217773438e-05,0.1792707443237304,0.2108926773071289,0.0279593467712402,0.0109791755676269,0.1199648380279541,0.0106623172760009
efficientnet_b0,3,torch.float32,5288548,0.0033881664276123,0.0057506561279296,1.049041748046875e-05,0.1819407939910888,0.1741180419921875,0.05597768355068465,0.021987985203719827,0.239553880806888,0.021326609974799234
efficientnet_b0,4,torch.float32,5288548,0.0033807754516601,0.0057411193847656,9.775161743164062e-06,0.1820383071899414,0.1743214130401611,0.05598172642515943,0.02199900060867354,0.23997570741431273,0.021352807247951966
efficientnet_b0,5,torch.float32,5288548,0.0033979415893554,0.0057909488677978,1.0251998901367188e-05,0.1819319725036621,0.1757919788360595,0.05609623020780132,0.022087131382388818,0.23986433014198605,0.021393459723529365
efficientnet_b0,6,torch.float32,5288548,0.0034129619598388,0.0057981014251708,1.1920928955078123e-05,0.1822354793548584,0.1756343841552734,0.056098863017364026,0.022087473823657514,0.23990570501629,0.021368284374452026
efficientnet_b0,7,torch.float32,5288548,0.0034060478210449,0.0057575702667236,9.5367431640625e-06,0.1823296546936035,0.1763193607330322,0.05603521157642834,0.022008311552607046,0.2398795663554037,0.021178771808042528
efficientnet_b0,8,torch.float32,5288548,0.0034127235412597,0.0057957172393798,1.049041748046875e-05,0.1816906929016113,0.176509141921997,0.055975134814179914,0.021996365086264773,0.2400624286461585,0.021271579446601886
efficientnet_b0,9,torch.float32,5288548,0.0033814907073974,0.0057556629180908,1.1444091796875e-05,0.1819725036621093,0.1765060424804687,0.056083890828518904,0.02208556775128159,0.2402334765727655,0.021381124661387065
efficientnet_b1,0,torch.float32,7794184,0.0048332214355468,0.0086350440979003,1.1205673217773438e-05,0.2332837581634521,0.2244825363159179,0.0427100658416748,0.0153365135192871,0.1454992294311523,0.0134603977203369
efficientnet_b1,1,torch.float32,7794184,0.0049264430999755,0.0085241794586181,9.775161743164062e-06,0.2381303310394287,0.2334499359130859,0.0427577495574951,0.0153336524963378,0.1450884342193603,0.0134754180908203
efficientnet_b1,2,torch.float32,7794184,0.0048294067382812,0.0085718631744384,1.0251998901367188e-05,0.2320103645324707,0.2210662364959716,0.0425641536712646,0.0154566764831542,0.1454660892486572,0.0139541625976562
efficientnet_b1,3,torch.float32,7794184,0.0048573017120361,0.0085866451263427,1.1682510375976562e-05,0.2317233085632324,0.2199890613555908,0.08530543728922058,0.03069693508581412,0.2903974299069068,0.027291052357595727
